,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP060011.1_52687_54112_pos,H5029_00225,QPN99784.1,,52687,54112,pos,,PLP-dependent aminotransferase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997175.1
CDS_CP060011.1_54114_55143_neg,H5029_00230,QPN99785.1,,54114,55143,neg,,NAD(P)-dependent alcohol dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997174.1
CDS_CP060011.1_55181_55742_neg,H5029_00235,QPN99786.1,,55181,55742,neg,,DNA-3-methyladenine glycosylase I,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997173.1
CDS_CP060011.1_55772_56018_neg,H5029_00240,QPN99787.1,,55772,56018,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997172.1
CDS_CP060011.1_56027_56564_neg,H5029_00245,QPN99788.1,,56027,56564,neg,,M23 family metallopeptidase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997171.1
CDS_CP060011.1_56611_57646_neg,H5029_00250,QPN99789.1,mutY,56611,57646,neg,,A/G-specific adenine glycosylase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997170.1
CDS_CP060011.1_57786_58149_neg,H5029_00255,QPN99790.1,,57786,58149,neg,,HIT family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997169.1
CDS_CP060011.1_58334_59072_neg,H5029_00260,QPN99791.1,,58334,59072,neg,,dienelactone hydrolase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997168.1
CDS_CP060011.1_59243_59402_neg,H5029_00265,QPN99792.1,,59243,59402,neg,,DUF1328 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997167.1
CDS_CP060011.1_59596_60055_pos,H5029_00270,QPN99793.1,,59596,60055,pos,,YcgN family cysteine cluster protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997166.1
CDS_CP060011.1_60164_61337_pos,H5029_00275,QPN99794.1,,60164,61337,pos,,PQQ-dependent sugar dehydrogenase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000986284.1
CDS_CP060011.1_61442_62708_pos,H5029_00280,QPN99795.1,,61442,62708,pos,,replication-associated recombination protein A,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997164.1
CDS_CP060011.1_62723_63563_neg,H5029_00285,QPN99796.1,,62723,63563,neg,,formate/nitrite transporter family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000349488.1
CDS_CP060011.1_63848_64052_neg,H5029_00290,QPN99797.1,,63848,64052,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000418559.1
CDS_CP060011.1_64244_64964_neg,H5029_00295,QPN99798.1,purC,64244,64964,neg,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,,6.3.2.6,,COORDINATES: similar to AA sequence:RefSeq:YP_004997161.1
CDS_CP060011.1_65000_65603_neg,H5029_00300,QPO01358.1,,65000,65603,neg,,lipoprotein-34 precursor (NlpB),,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997160.1
CDS_CP060011.1_65618_66512_neg,H5029_00305,QPN99799.1,,65618,66512,neg,,4-hydroxy-tetrahydrodipicolinate synthase,,4.3.3.7,,COORDINATES: similar to AA sequence:RefSeq:YP_004997159.1
CDS_CP060011.1_66841_67486_pos,H5029_00310,QPN99800.1,pncA,66841,67486,pos,,bifunctional nicotinamidase/pyrazinamidase,,3.5.1.-,,COORDINATES: similar to AA sequence:RefSeq:WP_006582415.1
CDS_CP060011.1_67540_68476_pos,H5029_00315,QPN99801.1,,67540,68476,pos,,bile acid:sodium symporter family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997157.1
CDS_CP060011.1_68657_70001_pos,H5029_00320,QPN99802.1,,68657,70001,pos,,MATE family efflux transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997156.1
CDS_CP060011.1_70021_70492_neg,H5029_00325,QPN99803.1,,70021,70492,neg,,DUF523 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997155.1
CDS_CP060011.1_71014_72070_pos,H5029_00330,QPN99804.1,hppD,71014,72070,pos,,4-hydroxyphenylpyruvate dioxygenase,,1.13.11.27,,COORDINATES: similar to AA sequence:RefSeq:YP_004997154.1
CDS_CP060011.1_72134_72914_neg,H5029_00335,QPN99805.1,,72134,72914,neg,,IclR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997153.1
CDS_CP060011.1_73213_73762_neg,H5029_00340,QPN99806.1,,73213,73762,neg,,VOC family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004915503.1
CDS_CP060011.1_73779_74412_neg,H5029_00345,QPN99807.1,maiA,73779,74412,neg,,maleylacetoacetate isomerase,,5.2.1.2,,COORDINATES: similar to AA sequence:RefSeq:YP_004997151.1
CDS_CP060011.1_74398_75706_neg,H5029_00350,QPN99808.1,fahA,74398,75706,neg,,fumarylacetoacetase,,3.7.1.2,,COORDINATES: similar to AA sequence:RefSeq:YP_004997150.1
CDS_CP060011.1_76064_77453_pos,H5029_00355,QPN99809.1,,76064,77453,pos,,amino acid permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997149.1
CDS_CP060011.1_77612_78296_pos,H5029_00360,QPN99810.1,,77612,78296,pos,,peptidase M15,,,,COORDINATES: similar to AA sequence:RefSeq:WP_020753560.1
CDS_CP060011.1_78438_79704_pos,H5029_00365,QPN99811.1,,78438,79704,pos,,GTP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997147.1
CDS_CP060011.1_79737_80850_neg,H5029_00370,QPN99812.1,,79737,80850,neg,,acyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005134484.1
CDS_CP060011.1_81202_81955_pos,H5029_00375,QPN99813.1,hutC,81202,81955,pos,,histidine utilization repressor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997145.1
CDS_CP060011.1_81951_82527_pos,H5029_00380,QPN99814.1,,81951,82527,pos,,HutD family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002119143.1
CDS_CP060011.1_82777_84454_pos,H5029_00385,QPN99815.1,hutU,82777,84454,pos,,urocanate hydratase,,4.2.1.49,,COORDINATES: similar to AA sequence:RefSeq:WP_000210410.1
CDS_CP060011.1_84541_86080_pos,H5029_00390,QPN99816.1,hutH,84541,86080,pos,,histidine ammonia-lyase,,4.3.1.3,,COORDINATES: similar to AA sequence:RefSeq:YP_004997142.1
CDS_CP060011.1_86144_87557_pos,H5029_00395,QPN99817.1,,86144,87557,pos,,amino acid permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997141.1
CDS_CP060011.1_87608_88814_pos,H5029_00400,QPN99818.1,,87608,88814,pos,,imidazolonepropionase,,3.5.2.7,,COORDINATES: similar to AA sequence:RefSeq:YP_004997140.1
CDS_CP060011.1_88824_89745_pos,H5029_00405,QPN99819.1,hutG,88824,89745,pos,,formimidoylglutamase,,3.5.3.8,,COORDINATES: similar to AA sequence:RefSeq:YP_004997139.1
CDS_CP060011.1_89998_91825_pos,H5029_00410,QPN99820.1,,89998,91825,pos,,DUF885 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997138.1
CDS_CP060011.1_91924_92563_pos,H5029_00415,QPN99821.1,,91924,92563,pos,,HAD family hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997137.1
CDS_CP060011.1_92586_93387_pos,H5029_00420,QPN99822.1,murI,92586,93387,pos,,glutamate racemase,,5.1.1.3,,COORDINATES: similar to AA sequence:RefSeq:WP_016653432.1
CDS_CP060011.1_93609_94170_neg,H5029_00425,QPN99823.1,,93609,94170,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142271.1
CDS_CP060011.1_94376_95987_neg,H5029_00430,QPN99824.1,,94376,95987,neg,,ATP-dependent helicase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142264.1
CDS_CP060011.1_95983_97849_neg,H5029_00435,QPN99825.1,,95983,97849,neg,,AAA family ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000406299.1
CDS_CP060011.1_97866_101307_neg,H5029_00440,QPN99826.1,,97866,101307,neg,,DEAD/DEAH box helicase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_006582015.1
CDS_CP060011.1_101336_102488_neg,H5029_00445,QPN99827.1,,101336,102488,neg,,restriction endonuclease subunit S,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142259.1
CDS_CP060011.1_102484_103984_neg,H5029_00450,QPN99828.1,,102484,103984,neg,,SAM-dependent DNA methyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005171197.1
CDS_CP060011.1_104173_104407_pos,H5029_00455,QPN99829.1,,104173,104407,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004814619.1
CDS_CP060011.1_104518_104731_neg,H5029_00460,QPN99830.1,,104518,104731,neg,,helix-turn-helix transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142173.1
CDS_CP060011.1_104830_105313_pos,H5029_00465,QPN99831.1,,104830,105313,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_017386453.1
CDS_CP060011.1_105430_105625_pos,H5029_00470,QPN99832.1,,105430,105625,pos,,DNA-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142171.1
CDS_CP060011.1_105799_107341_pos,H5029_00475,QPN99833.1,,105799,107341,pos,,IS21 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142168.1
CDS_CP060011.1_107318_108248_neg,H5029_00480,QPN99834.1,,107318,108248,neg,,IS5 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001091151.1
CDS_CP060011.1_108363_108846_pos,H5029_00485,,,108363,108846,pos,True,ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005317197.1
CDS_CP060011.1_108914_110005_pos,H5029_00490,QPN99835.1,,108914,110005,pos,,IS4 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612069.1
CDS_CP060011.1_110167_111300_pos,H5029_00495,,,110167,111300,pos,True,IS3-like element ISAba14 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612008.1
CDS_CP060011.1_111405_112185_pos,H5029_00500,QPN99836.1,aph(3')-VI,111405,112185,pos,,APH(3')-VI family aminoglycoside O-phosphotransferase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000422636.1
CDS_CP060011.1_112336_113362_pos,H5029_00505,QPN99837.1,,112336,113362,pos,,IS30-like element ISAba125 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_079376506.1
CDS_CP060011.1_113462_114275_pos,H5029_00510,QPN99838.1,,113462,114275,pos,,subclass B1 metallo-beta-lactamase NDM-1,,,,COORDINATES: similar to AA sequence:RefSeq:WP_032492661.1
CDS_CP060011.1_114278_114644_pos,H5029_00515,QPN99839.1,ble,114278,114644,pos,,bleomycin binding protein Ble-MBL,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004201167.1
CDS_CP060011.1_114648_115287_pos,H5029_00520,QPN99840.1,,114648,115287,pos,,phosphoribosylanthranilate isomerase,,5.3.1.24,,COORDINATES: similar to AA sequence:RefSeq:WP_004201168.1
CDS_CP060011.1_115297_116329_neg,H5029_00525,QPN99841.1,,115297,116329,neg,,protein-disulfide reductase DsbD N-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004201169.1
CDS_CP060011.1_116333_116663_neg,H5029_00530,QPN99842.1,,116333,116663,neg,,divalent-cation tolerance protein CutA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004201171.1
CDS_CP060011.1_116840_117973_pos,H5029_00535,,,116840,117973,pos,True,IS3-like element ISAba14 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_076612008.1
CDS_CP060011.1_118035_118266_pos,H5029_00540,,,118035,118266,pos,True,ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005317197.1
CDS_CP060011.1_118748_121145_neg,H5029_00545,QPN99843.1,,118748,121145,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005265695.1
CDS_CP060011.1_121150_122002_neg,H5029_00550,QPN99844.1,,121150,122002,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005265693.1
CDS_CP060011.1_121994_122951_neg,H5029_00555,QPN99845.1,,121994,122951,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142130.1
CDS_CP060011.1_122953_124063_neg,H5029_00560,QPN99846.1,,122953,124063,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005265691.1
CDS_CP060011.1_124076_125348_neg,H5029_00565,QPN99847.1,,124076,125348,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005265690.1
CDS_CP060011.1_125732_126056_pos,H5029_00570,,,125732,126056,pos,True,IS1 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586042.1
CDS_CP060011.1_126188_127214_pos,H5029_00575,QPN99848.1,,126188,127214,pos,,IS30 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_079376506.1
CDS_CP060011.1_127571_129527_neg,H5029_00580,QPN99849.1,,127571,129527,neg,,MBL fold metallo-hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004724726.1
CDS_CP060011.1_129608_129869_neg,H5029_00585,,,129608,129869,neg,True,transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_032072965.1
CDS_CP060011.1_129925_130951_pos,H5029_00590,QPN99850.1,,129925,130951,pos,,IS30 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_079376506.1
CDS_CP060011.1_130941_131730_neg,H5029_00595,QPN99851.1,,130941,131730,neg,,AAA family ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004694823.1
CDS_CP060011.1_131729_132749_neg,H5029_00600,,,131729,132749,neg,True,IS21 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016659752.1
CDS_CP060011.1_132833_133220_pos,H5029_00605,,,132833,133220,pos,True,IS1 family transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586042.1
CDS_CP060011.1_133486_133897_neg,H5029_00610,QPN99852.1,,133486,133897,neg,,VanZ family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142114.1
CDS_CP060011.1_134022_135609_neg,H5029_00615,QPN99853.1,,134022,135609,neg,,transposase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005181315.1
CDS_CP060011.1_135598_137131_neg,H5029_00620,QPN99854.1,,135598,137131,neg,,TniQ family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004777584.1
CDS_CP060011.1_137146_138799_neg,H5029_00625,QPN99855.1,,137146,138799,neg,,AAA family ATPase,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000181346.1
CDS_CP060011.1_138795_140886_neg,H5029_00630,QPN99856.1,,138795,140886,neg,,transposase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004637213.1
CDS_CP060011.1_140869_141679_neg,H5029_00635,QPN99857.1,,140869,141679,neg,,heteromeric transposase endonuclease subunit TnsA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005142106.1
CDS_CP060011.1_141836_143675_neg,H5029_00640,QPN99858.1,glmS,141836,143675,neg,,glutamine--fructose-6-phosphate transaminase (isomerizing),,2.6.1.16,,COORDINATES: similar to AA sequence:RefSeq:WP_000334171.1
CDS_CP060011.1_143687_145052_neg,H5029_00645,QPN99859.1,glmU,143687,145052,neg,,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,,2.3.1.157,,COORDINATES: similar to AA sequence:RefSeq:YP_004997132.1
CDS_CP060011.1_145068_145584_neg,H5029_00650,QPN99860.1,,145068,145584,neg,,phosphatidylglycerophosphatase A,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997131.1
CDS_CP060011.1_145561_146479_neg,H5029_00655,QPN99861.1,thiL,145561,146479,neg,,thiamine-phosphate kinase,,2.7.4.16,,COORDINATES: similar to AA sequence:RefSeq:YP_004997130.1
CDS_CP060011.1_146494_146944_neg,H5029_00660,QPN99862.1,nusB,146494,146944,neg,,transcription antitermination factor NusB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004878158.1
CDS_CP060011.1_146947_147418_neg,H5029_00665,QPN99863.1,ribE,146947,147418,neg,,"6,7-dimethyl-8-ribityllumazine synthase",,2.5.1.78,,COORDINATES: similar to AA sequence:RefSeq:YP_004997128.1
CDS_CP060011.1_147429_148551_neg,H5029_00670,QPN99864.1,,147429,148551,neg,,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II",,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997127.1
CDS_CP060011.1_148790_150098_neg,H5029_00675,QPN99865.1,,148790,150098,neg,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997126.1
CDS_CP060011.1_150157_151381_pos,H5029_00680,QPN99866.1,serB,150157,151381,pos,,phosphoserine phosphatase SerB,,3.1.3.3,,COORDINATES: similar to AA sequence:RefSeq:WP_004650828.1
CDS_CP060011.1_151790_152126_pos,H5029_00685,QPN99867.1,,151790,152126,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997124.1
CDS_CP060011.1_152379_152859_pos,H5029_00690,QPN99868.1,,152379,152859,pos,,SCP-2 sterol transfer family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997123.1
CDS_CP060011.1_152898_153342_neg,H5029_00695,QPN99869.1,,152898,153342,neg,,D-tyrosyl-tRNA(Tyr) deacylase,,3.1.1.96,,COORDINATES: similar to AA sequence:RefSeq:YP_004997122.1
CDS_CP060011.1_153510_154725_pos,H5029_00700,QPN99870.1,pncB,153510,154725,pos,,nicotinate phosphoribosyltransferase,,6.3.4.21,,COORDINATES: similar to AA sequence:RefSeq:WP_005109241.1
CDS_CP060011.1_154875_155724_pos,H5029_00705,QPN99871.1,,154875,155724,pos,,sulfurtransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997120.1
CDS_CP060011.1_155720_156572_pos,H5029_00710,QPN99872.1,psd,155720,156572,pos,,phosphatidylserine decarboxylase,,4.1.1.65,,COORDINATES: similar to AA sequence:RefSeq:YP_004997119.1
CDS_CP060011.1_157000_158221_pos,H5029_00715,QPN99873.1,,157000,158221,pos,,acetamidase/formamidase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_002057470.1
CDS_CP060011.1_158351_158771_pos,H5029_00720,QPN99874.1,,158351,158771,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_016143822.1
CDS_CP060011.1_158841_159600_neg,H5029_00725,QPN99875.1,,158841,159600,neg,,AcfC family putative adhesin,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997116.1
CDS_CP060011.1_159891_161034_pos,H5029_00730,QPO01359.1,,159891,161034,pos,,alpha/beta fold hydrolase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997115.1
CDS_CP060011.1_161103_162462_neg,H5029_00735,QPN99876.1,phoR,161103,162462,neg,,phosphate regulon sensor histidine kinase PhoR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997114.1
CDS_CP060011.1_162471_163182_neg,H5029_00740,QPN99877.1,phoB,162471,163182,neg,,phosphate regulon transcriptional regulator PhoB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997113.1
CDS_CP060011.1_163437_164109_neg,H5029_00745,QPN99878.1,,163437,164109,neg,,TetR/AcrR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997112.1
CDS_CP060011.1_164305_165139_pos,H5029_00750,QPN99879.1,,164305,165139,pos,,SDR family NAD(P)-dependent oxidoreductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_004997111.1
